borrower_id,risk_segment,recommended_action,compliance_status,violation_reason
BRW-03469,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04082,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03952,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03684,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02587,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03576,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00590,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02268,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03071,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04419,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04335,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04246,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00012,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04920,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00327,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00673,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02976,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01922,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02901,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04534,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01813,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04588,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01500,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03234,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01728,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04565,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02391,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03409,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00400,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01497,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00058,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00054,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03810,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00292,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02561,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02566,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03268,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04707,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04126,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02848,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04267,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03954,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04089,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00247,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00262,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01932,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04559,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00387,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04639,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01145,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01800,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04882,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04804,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02285,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03644,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01082,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03368,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00925,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01651,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00010,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02586,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03561,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01091,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-04583,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03401,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01674,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04966,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03548,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04685,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00691,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04190,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03664,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02921,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-01202,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01333,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02870,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04604,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02376,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03754,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02496,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00203,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03893,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04990,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01689,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00730,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02650,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04413,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-02008,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03996,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04872,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5); Aggressive communication risk – excessive prior attempts
BRW-00992,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04656,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01550,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03860,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00924,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01245,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04339,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5); Aggressive communication risk – excessive prior attempts
BRW-03739,High Risk,Field collection escalation,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
