borrower_id,repayment_probability,risk_segment,priority_score,recommended_action,urgency_level,priority_rank
BRW-04233,0.4708,Medium Risk,0.5292,Call-center follow-up,Medium,1573
BRW-04487,0.4708,Medium Risk,0.5292,Call-center follow-up,Medium,1574
BRW-00545,0.4709,Medium Risk,0.5291,Call-center follow-up,Medium,1575
BRW-02556,0.471,Medium Risk,0.529,Call-center follow-up,Medium,1576
BRW-00644,0.471,Medium Risk,0.529,Call-center follow-up,Medium,1577
BRW-02605,0.4711,Medium Risk,0.5289,Call-center follow-up,Medium,1578
BRW-04716,0.4711,Medium Risk,0.5289,Call-center follow-up,Medium,1579
BRW-01465,0.4712,Medium Risk,0.5288,Call-center follow-up,Medium,1580
BRW-03228,0.4712,Medium Risk,0.5288,Call-center follow-up,Medium,1581
BRW-02276,0.4713,Medium Risk,0.5287,Call-center follow-up,Medium,1582
BRW-01558,0.4713,Medium Risk,0.5287,Call-center follow-up,Medium,1583
BRW-03379,0.4713,Medium Risk,0.5287,Call-center follow-up,Medium,1584
BRW-03994,0.4715,Medium Risk,0.5285,Call-center follow-up,Medium,1585
BRW-00071,0.4715,Medium Risk,0.5285,Call-center follow-up,Medium,1586
BRW-00462,0.4716,Medium Risk,0.5284,Call-center follow-up,Medium,1587
BRW-01393,0.4717,Medium Risk,0.5283,Call-center follow-up,Medium,1588
BRW-04678,0.4719,Medium Risk,0.5281,Call-center follow-up,Medium,1589
BRW-01709,0.472,Medium Risk,0.528,Call-center follow-up,Medium,1590
BRW-02167,0.472,Medium Risk,0.528,Call-center follow-up,Medium,1591
BRW-00952,0.472,Medium Risk,0.528,Call-center follow-up,Medium,1592
BRW-02457,0.472,Medium Risk,0.528,Call-center follow-up,Medium,1593
BRW-02183,0.472,Medium Risk,0.528,Call-center follow-up,Medium,1594
BRW-02683,0.4721,Medium Risk,0.5279,Call-center follow-up,Medium,1595
BRW-01092,0.4722,Medium Risk,0.5278,Call-center follow-up,Medium,1596
BRW-04536,0.4722,Medium Risk,0.5278,Call-center follow-up,Medium,1597
BRW-03944,0.4723,Medium Risk,0.5277,Call-center follow-up,Medium,1598
BRW-00801,0.4723,Medium Risk,0.5277,Call-center follow-up,Medium,1599
BRW-03818,0.4723,Medium Risk,0.5277,Call-center follow-up,Medium,1600
BRW-03746,0.4724,Medium Risk,0.5276,Call-center follow-up,Medium,1601
BRW-03207,0.4724,Medium Risk,0.5276,Call-center follow-up,Medium,1602
BRW-01275,0.4724,Medium Risk,0.5276,Call-center follow-up,Medium,1603
BRW-04244,0.4725,Medium Risk,0.5275,Call-center follow-up,Medium,1604
BRW-04462,0.4725,Medium Risk,0.5275,Call-center follow-up,Medium,1605
BRW-00350,0.4726,Medium Risk,0.5274,Call-center follow-up,Medium,1606
BRW-02417,0.4726,Medium Risk,0.5274,Call-center follow-up,Medium,1607
BRW-00761,0.4726,Medium Risk,0.5274,Call-center follow-up,Medium,1608
BRW-01763,0.4728,Medium Risk,0.5272,Call-center follow-up,Medium,1609
BRW-02442,0.4729,Medium Risk,0.5271,Call-center follow-up,Medium,1610
BRW-02883,0.473,Medium Risk,0.527,Call-center follow-up,Medium,1611
BRW-00561,0.473,Medium Risk,0.527,Call-center follow-up,Medium,1612
BRW-03667,0.4731,Medium Risk,0.5269,Call-center follow-up,Medium,1613
BRW-01229,0.4731,Medium Risk,0.5269,Call-center follow-up,Medium,1614
BRW-04799,0.4732,Medium Risk,0.5268,Call-center follow-up,Medium,1615
BRW-00152,0.4733,Medium Risk,0.5267,Call-center follow-up,Medium,1616
BRW-01805,0.4733,Medium Risk,0.5267,Call-center follow-up,Medium,1617
BRW-03005,0.4733,Medium Risk,0.5267,Call-center follow-up,Medium,1618
BRW-04435,0.4734,Medium Risk,0.5266,Call-center follow-up,Medium,1619
BRW-04421,0.4734,Medium Risk,0.5266,Call-center follow-up,Medium,1620
BRW-01974,0.4734,Medium Risk,0.5266,Call-center follow-up,Medium,1621
BRW-04317,0.4736,Medium Risk,0.5264,Call-center follow-up,Medium,1622
BRW-00296,0.4739,Medium Risk,0.5261,Call-center follow-up,Medium,1623
BRW-01933,0.4741,Medium Risk,0.5259,Call-center follow-up,Medium,1624
BRW-03507,0.4741,Medium Risk,0.5259,Call-center follow-up,Medium,1625
BRW-02759,0.4742,Medium Risk,0.5258,Call-center follow-up,Medium,1626
BRW-04699,0.4742,Medium Risk,0.5258,Call-center follow-up,Medium,1627
BRW-04463,0.4743,Medium Risk,0.5257,Call-center follow-up,Medium,1628
BRW-04397,0.4744,Medium Risk,0.5256,Call-center follow-up,Medium,1629
BRW-02536,0.4744,Medium Risk,0.5256,Call-center follow-up,Medium,1630
BRW-02913,0.4745,Medium Risk,0.5255,Call-center follow-up,Medium,1631
BRW-00259,0.4745,Medium Risk,0.5255,Call-center follow-up,Medium,1632
BRW-01530,0.4745,Medium Risk,0.5255,Call-center follow-up,Medium,1633
BRW-00410,0.4746,Medium Risk,0.5254,Call-center follow-up,Medium,1634
BRW-04226,0.4748,Medium Risk,0.5252,Call-center follow-up,Medium,1635
BRW-04917,0.4749,Medium Risk,0.5251,Call-center follow-up,Medium,1636
BRW-03287,0.4749,Medium Risk,0.5251,Call-center follow-up,Medium,1637
BRW-01343,0.4749,Medium Risk,0.5251,Call-center follow-up,Medium,1638
BRW-00720,0.4751,Medium Risk,0.5249,Call-center follow-up,Medium,1639
BRW-00931,0.4752,Medium Risk,0.5248,Call-center follow-up,Medium,1640
BRW-01737,0.4753,Medium Risk,0.5247,Call-center follow-up,Medium,1641
BRW-02952,0.4754,Medium Risk,0.5246,Call-center follow-up,Medium,1642
BRW-04646,0.4755,Medium Risk,0.5245,Call-center follow-up,Medium,1643
BRW-02709,0.4755,Medium Risk,0.5245,Call-center follow-up,Medium,1644
BRW-02495,0.4757,Medium Risk,0.5243,Call-center follow-up,Medium,1645
BRW-02337,0.4758,Medium Risk,0.5242,Call-center follow-up,Medium,1646
BRW-04486,0.4758,Medium Risk,0.5242,Call-center follow-up,Medium,1647
BRW-01850,0.4759,Medium Risk,0.5241,Call-center follow-up,Medium,1648
BRW-01172,0.4759,Medium Risk,0.5241,Call-center follow-up,Medium,1649
BRW-01506,0.4759,Medium Risk,0.5241,Call-center follow-up,Medium,1650
BRW-01752,0.476,Medium Risk,0.524,Call-center follow-up,Medium,1651
BRW-04904,0.476,Medium Risk,0.524,Call-center follow-up,Medium,1652
BRW-02101,0.476,Medium Risk,0.524,Call-center follow-up,Medium,1653
BRW-03958,0.4762,Medium Risk,0.5238,Call-center follow-up,Medium,1654
BRW-03491,0.4764,Medium Risk,0.5236,Call-center follow-up,Medium,1655
BRW-00225,0.4769,Medium Risk,0.5231,Call-center follow-up,Medium,1656
BRW-01510,0.4769,Medium Risk,0.5231,Call-center follow-up,Medium,1657
BRW-04599,0.4769,Medium Risk,0.5231,Call-center follow-up,Medium,1658
BRW-00946,0.4769,Medium Risk,0.5231,Call-center follow-up,Medium,1659
BRW-03011,0.4769,Medium Risk,0.5231,Call-center follow-up,Medium,1660
BRW-03465,0.477,Medium Risk,0.523,Call-center follow-up,Medium,1661
BRW-01420,0.4771,Medium Risk,0.5229,Call-center follow-up,Medium,1662
BRW-02617,0.4771,Medium Risk,0.5229,Call-center follow-up,Medium,1663
BRW-02770,0.4772,Medium Risk,0.5228,Call-center follow-up,Medium,1664
BRW-01171,0.4772,Medium Risk,0.5228,Call-center follow-up,Medium,1665
BRW-00460,0.4773,Medium Risk,0.5227,Call-center follow-up,Medium,1666
BRW-03753,0.4773,Medium Risk,0.5227,Call-center follow-up,Medium,1667
BRW-01934,0.4775,Medium Risk,0.5225,Call-center follow-up,Medium,1668
BRW-01533,0.4776,Medium Risk,0.5224,Call-center follow-up,Medium,1669
BRW-03455,0.4777,Medium Risk,0.5223,Call-center follow-up,Medium,1670
BRW-01061,0.4778,Medium Risk,0.5222,Call-center follow-up,Medium,1671
BRW-03118,0.4778,Medium Risk,0.5222,Call-center follow-up,Medium,1672
BRW-00640,0.4779,Medium Risk,0.5221,Call-center follow-up,Medium,1673
BRW-01853,0.4779,Medium Risk,0.5221,Call-center follow-up,Medium,1674
BRW-01525,0.4779,Medium Risk,0.5221,Call-center follow-up,Medium,1675
BRW-04294,0.478,Medium Risk,0.522,Call-center follow-up,Medium,1676
BRW-02801,0.4782,Medium Risk,0.5218,Call-center follow-up,Medium,1677
BRW-01372,0.4783,Medium Risk,0.5217,Call-center follow-up,Medium,1678
BRW-00965,0.4784,Medium Risk,0.5216,Call-center follow-up,Medium,1679
BRW-00927,0.4784,Medium Risk,0.5216,Call-center follow-up,Medium,1680
BRW-01863,0.4784,Medium Risk,0.5216,Call-center follow-up,Medium,1681
BRW-04527,0.4784,Medium Risk,0.5216,Call-center follow-up,Medium,1682
BRW-00278,0.4785,Medium Risk,0.5215,Call-center follow-up,Medium,1683
BRW-00497,0.4785,Medium Risk,0.5215,Call-center follow-up,Medium,1684
BRW-01585,0.4786,Medium Risk,0.5214,Call-center follow-up,Medium,1685
BRW-02733,0.4786,Medium Risk,0.5214,Call-center follow-up,Medium,1686
BRW-00060,0.4786,Medium Risk,0.5214,Call-center follow-up,Medium,1687
BRW-02134,0.4787,Medium Risk,0.5213,Call-center follow-up,Medium,1688
BRW-03323,0.4788,Medium Risk,0.5212,Call-center follow-up,Medium,1689
BRW-02475,0.4791,Medium Risk,0.5209,Call-center follow-up,Medium,1690
BRW-00221,0.4794,Medium Risk,0.5206,Call-center follow-up,Medium,1691
BRW-03909,0.4794,Medium Risk,0.5206,Call-center follow-up,Medium,1692
BRW-00493,0.4794,Medium Risk,0.5206,Call-center follow-up,Medium,1693
BRW-01434,0.4794,Medium Risk,0.5206,Call-center follow-up,Medium,1694
BRW-02820,0.4795,Medium Risk,0.5205,Call-center follow-up,Medium,1695
BRW-04817,0.4796,Medium Risk,0.5204,Call-center follow-up,Medium,1696
BRW-00683,0.4797,Medium Risk,0.5203,Call-center follow-up,Medium,1697
BRW-02019,0.4798,Medium Risk,0.5202,Call-center follow-up,Medium,1698
BRW-00693,0.4798,Medium Risk,0.5202,Call-center follow-up,Medium,1699
BRW-04754,0.4799,Medium Risk,0.5201,Call-center follow-up,Medium,1700
BRW-00579,0.4799,Medium Risk,0.5201,Call-center follow-up,Medium,1701
BRW-03671,0.48,Medium Risk,0.52,Call-center follow-up,Medium,1702
BRW-03943,0.48,Medium Risk,0.52,Call-center follow-up,Medium,1703
BRW-03272,0.4801,Medium Risk,0.5199,Call-center follow-up,Medium,1704
BRW-03205,0.4802,Medium Risk,0.5198,Call-center follow-up,Medium,1705
BRW-04441,0.4802,Medium Risk,0.5198,Call-center follow-up,Medium,1706
BRW-01714,0.4802,Medium Risk,0.5198,Call-center follow-up,Medium,1707
BRW-03843,0.4803,Medium Risk,0.5197,Call-center follow-up,Medium,1708
BRW-00567,0.4803,Medium Risk,0.5197,Call-center follow-up,Medium,1709
BRW-00699,0.4805,Medium Risk,0.5195,Call-center follow-up,Medium,1710
BRW-02623,0.4805,Medium Risk,0.5195,Call-center follow-up,Medium,1711
BRW-03882,0.4805,Medium Risk,0.5195,Call-center follow-up,Medium,1712
BRW-02518,0.4806,Medium Risk,0.5194,Call-center follow-up,Medium,1713
BRW-04675,0.4807,Medium Risk,0.5193,Call-center follow-up,Medium,1714
BRW-03460,0.4808,Medium Risk,0.5192,Call-center follow-up,Medium,1715
BRW-00344,0.4809,Medium Risk,0.5191,Call-center follow-up,Medium,1716
BRW-03070,0.4809,Medium Risk,0.5191,Call-center follow-up,Medium,1717
BRW-04196,0.481,Medium Risk,0.519,Call-center follow-up,Medium,1718
BRW-02558,0.481,Medium Risk,0.519,Call-center follow-up,Medium,1719
BRW-02779,0.481,Medium Risk,0.519,Call-center follow-up,Medium,1720
BRW-04503,0.4811,Medium Risk,0.5189,Call-center follow-up,Medium,1721
BRW-00280,0.4812,Medium Risk,0.5188,Call-center follow-up,Medium,1722
BRW-04341,0.4813,Medium Risk,0.5187,Call-center follow-up,Medium,1723
BRW-03609,0.4814,Medium Risk,0.5186,Call-center follow-up,Medium,1724
BRW-03021,0.4814,Medium Risk,0.5186,Call-center follow-up,Medium,1725
BRW-04849,0.4815,Medium Risk,0.5185,Call-center follow-up,Medium,1726
BRW-02890,0.4816,Medium Risk,0.5184,Call-center follow-up,Medium,1727
BRW-00266,0.4818,Medium Risk,0.5182,Call-center follow-up,Medium,1728
BRW-03733,0.482,Medium Risk,0.518,Call-center follow-up,Medium,1729
BRW-03004,0.4821,Medium Risk,0.5179,Call-center follow-up,Medium,1730
BRW-01438,0.4822,Medium Risk,0.5178,Call-center follow-up,Medium,1731
BRW-02369,0.4822,Medium Risk,0.5178,Call-center follow-up,Medium,1732
BRW-04461,0.4822,Medium Risk,0.5178,Call-center follow-up,Medium,1733
BRW-01789,0.4822,Medium Risk,0.5178,Call-center follow-up,Medium,1734
BRW-03231,0.4822,Medium Risk,0.5178,Call-center follow-up,Medium,1735
BRW-01961,0.4822,Medium Risk,0.5178,Call-center follow-up,Medium,1736
BRW-02434,0.4822,Medium Risk,0.5178,Call-center follow-up,Medium,1737
BRW-03877,0.4824,Medium Risk,0.5176,Call-center follow-up,Medium,1738
BRW-03929,0.4824,Medium Risk,0.5176,Call-center follow-up,Medium,1739
BRW-03646,0.4825,Medium Risk,0.5175,Call-center follow-up,Medium,1740
BRW-01985,0.4825,Medium Risk,0.5175,Call-center follow-up,Medium,1741
BRW-00425,0.4825,Medium Risk,0.5175,Call-center follow-up,Medium,1742
BRW-01564,0.4826,Medium Risk,0.5174,Call-center follow-up,Medium,1743
BRW-00609,0.4827,Medium Risk,0.5173,Call-center follow-up,Medium,1744
BRW-00209,0.4827,Medium Risk,0.5173,Call-center follow-up,Medium,1745
BRW-03160,0.4827,Medium Risk,0.5173,Call-center follow-up,Medium,1746
BRW-01191,0.4829,Medium Risk,0.5171,Call-center follow-up,Medium,1747
BRW-03317,0.4829,Medium Risk,0.5171,Call-center follow-up,Medium,1748
BRW-04694,0.4829,Medium Risk,0.5171,Call-center follow-up,Medium,1749
BRW-02000,0.4829,Medium Risk,0.5171,Call-center follow-up,Medium,1750
BRW-04551,0.483,Medium Risk,0.517,Call-center follow-up,Medium,1751
BRW-04714,0.4831,Medium Risk,0.5169,Call-center follow-up,Medium,1752
BRW-02671,0.4831,Medium Risk,0.5169,Call-center follow-up,Medium,1753
BRW-04740,0.4831,Medium Risk,0.5169,Call-center follow-up,Medium,1754
BRW-02500,0.4832,Medium Risk,0.5168,Call-center follow-up,Medium,1755
BRW-01814,0.4834,Medium Risk,0.5166,Call-center follow-up,Medium,1756
BRW-03757,0.4834,Medium Risk,0.5166,Call-center follow-up,Medium,1757
BRW-01350,0.4836,Medium Risk,0.5164,Call-center follow-up,Medium,1758
BRW-03721,0.4837,Medium Risk,0.5163,Call-center follow-up,Medium,1759
BRW-00768,0.4837,Medium Risk,0.5163,Call-center follow-up,Medium,1760
BRW-00512,0.4838,Medium Risk,0.5162,Call-center follow-up,Medium,1761
BRW-01401,0.4841,Medium Risk,0.5159,Call-center follow-up,Medium,1762
BRW-00322,0.4845,Medium Risk,0.5155,Call-center follow-up,Medium,1763
BRW-01765,0.4845,Medium Risk,0.5155,Call-center follow-up,Medium,1764
BRW-04039,0.4847,Medium Risk,0.5153,Call-center follow-up,Medium,1765
BRW-01713,0.4847,Medium Risk,0.5153,Call-center follow-up,Medium,1766
BRW-00660,0.4849,Medium Risk,0.5151,Call-center follow-up,Medium,1767
BRW-02565,0.4849,Medium Risk,0.5151,Call-center follow-up,Medium,1768
BRW-00197,0.4849,Medium Risk,0.5151,Call-center follow-up,Medium,1769
BRW-02017,0.4849,Medium Risk,0.5151,Call-center follow-up,Medium,1770
BRW-04261,0.4849,Medium Risk,0.5151,Call-center follow-up,Medium,1771
BRW-00133,0.4851,Medium Risk,0.5149,Call-center follow-up,Medium,1772
BRW-03660,0.4853,Medium Risk,0.5147,Call-center follow-up,Medium,1773
BRW-03032,0.4853,Medium Risk,0.5147,Call-center follow-up,Medium,1774
BRW-00876,0.4854,Medium Risk,0.5146,Call-center follow-up,Medium,1775
BRW-03615,0.4854,Medium Risk,0.5146,Call-center follow-up,Medium,1776
BRW-01106,0.4855,Medium Risk,0.5145,Call-center follow-up,Medium,1777
BRW-01902,0.4856,Medium Risk,0.5144,Call-center follow-up,Medium,1778
BRW-01128,0.4858,Medium Risk,0.5142,Call-center follow-up,Medium,1779
BRW-02296,0.486,Medium Risk,0.514,Call-center follow-up,Medium,1780
BRW-01450,0.486,Medium Risk,0.514,Call-center follow-up,Medium,1781
BRW-00809,0.4861,Medium Risk,0.5139,Call-center follow-up,Medium,1782
BRW-00955,0.4861,Medium Risk,0.5139,Call-center follow-up,Medium,1783
BRW-01796,0.4862,Medium Risk,0.5138,Call-center follow-up,Medium,1784
BRW-03278,0.4862,Medium Risk,0.5138,Call-center follow-up,Medium,1785
BRW-00996,0.4862,Medium Risk,0.5138,Call-center follow-up,Medium,1786
BRW-00045,0.4864,Medium Risk,0.5136,Call-center follow-up,Medium,1787
BRW-00236,0.4864,Medium Risk,0.5136,Call-center follow-up,Medium,1788
BRW-01849,0.4864,Medium Risk,0.5136,Call-center follow-up,Medium,1789
BRW-02084,0.4864,Medium Risk,0.5136,Call-center follow-up,Medium,1790
BRW-04372,0.4865,Medium Risk,0.5135,Call-center follow-up,Medium,1791
BRW-03769,0.4866,Medium Risk,0.5134,Call-center follow-up,Medium,1792
BRW-01093,0.4866,Medium Risk,0.5134,Call-center follow-up,Medium,1793
BRW-02897,0.4867,Medium Risk,0.5133,Call-center follow-up,Medium,1794
BRW-04547,0.4868,Medium Risk,0.5132,Call-center follow-up,Medium,1795
BRW-04256,0.4868,Medium Risk,0.5132,Call-center follow-up,Medium,1796
BRW-03148,0.4868,Medium Risk,0.5132,Call-center follow-up,Medium,1797
BRW-03493,0.4869,Medium Risk,0.5131,Call-center follow-up,Medium,1798
BRW-03603,0.4869,Medium Risk,0.5131,Call-center follow-up,Medium,1799
BRW-02319,0.487,Medium Risk,0.513,Call-center follow-up,Medium,1800
BRW-01875,0.487,Medium Risk,0.513,Call-center follow-up,Medium,1801
BRW-01989,0.487,Medium Risk,0.513,Call-center follow-up,Medium,1802
BRW-04455,0.4872,Medium Risk,0.5128,Call-center follow-up,Medium,1803
BRW-02833,0.4872,Medium Risk,0.5128,Call-center follow-up,Medium,1804
BRW-03498,0.4875,Medium Risk,0.5125,Call-center follow-up,Medium,1805
BRW-02072,0.4876,Medium Risk,0.5124,Call-center follow-up,Medium,1806
BRW-01834,0.4877,Medium Risk,0.5123,Call-center follow-up,Medium,1807
BRW-04692,0.4878,Medium Risk,0.5122,Call-center follow-up,Medium,1808
BRW-03352,0.488,Medium Risk,0.512,Call-center follow-up,Medium,1809
BRW-03679,0.488,Medium Risk,0.512,Call-center follow-up,Medium,1810
BRW-01581,0.488,Medium Risk,0.512,Call-center follow-up,Medium,1811
BRW-01635,0.4882,Medium Risk,0.5118,Call-center follow-up,Medium,1812
BRW-04606,0.4882,Medium Risk,0.5118,Call-center follow-up,Medium,1813
BRW-00438,0.4883,Medium Risk,0.5117,Call-center follow-up,Medium,1814
BRW-04901,0.4883,Medium Risk,0.5117,Call-center follow-up,Medium,1815
BRW-04910,0.4884,Medium Risk,0.5116,Call-center follow-up,Medium,1816
BRW-00653,0.4884,Medium Risk,0.5116,Call-center follow-up,Medium,1817
BRW-04022,0.4885,Medium Risk,0.5115,Call-center follow-up,Medium,1818
BRW-02979,0.4885,Medium Risk,0.5115,Call-center follow-up,Medium,1819
BRW-02206,0.4888,Medium Risk,0.5112,Call-center follow-up,Medium,1820
BRW-01876,0.4888,Medium Risk,0.5112,Call-center follow-up,Medium,1821
BRW-00271,0.4888,Medium Risk,0.5112,Call-center follow-up,Medium,1822
BRW-01453,0.4888,Medium Risk,0.5112,Call-center follow-up,Medium,1823
BRW-04821,0.4889,Medium Risk,0.5111,Call-center follow-up,Medium,1824
BRW-00434,0.4891,Medium Risk,0.5109,Call-center follow-up,Medium,1825
BRW-04014,0.4892,Medium Risk,0.5108,Call-center follow-up,Medium,1826
BRW-04370,0.4893,Medium Risk,0.5107,Call-center follow-up,Medium,1827
BRW-02224,0.4894,Medium Risk,0.5106,Call-center follow-up,Medium,1828
BRW-02430,0.4894,Medium Risk,0.5106,Call-center follow-up,Medium,1829
BRW-02817,0.4894,Medium Risk,0.5106,Call-center follow-up,Medium,1830
BRW-04144,0.4895,Medium Risk,0.5105,Call-center follow-up,Medium,1831
BRW-02041,0.4895,Medium Risk,0.5105,Call-center follow-up,Medium,1832
BRW-01667,0.4895,Medium Risk,0.5105,Call-center follow-up,Medium,1833
BRW-01684,0.4895,Medium Risk,0.5105,Call-center follow-up,Medium,1834
BRW-03084,0.4896,Medium Risk,0.5104,Call-center follow-up,Medium,1835
BRW-02446,0.49,Medium Risk,0.51,Call-center follow-up,Medium,1836
BRW-04210,0.49,Medium Risk,0.51,Call-center follow-up,Medium,1837
BRW-02222,0.4901,Medium Risk,0.5099,Call-center follow-up,Medium,1838
BRW-01721,0.4903,Medium Risk,0.5097,Call-center follow-up,Medium,1839
BRW-04067,0.4904,Medium Risk,0.5096,Call-center follow-up,Medium,1840
BRW-03990,0.4904,Medium Risk,0.5096,Call-center follow-up,Medium,1841
BRW-01383,0.4905,Medium Risk,0.5095,Call-center follow-up,Medium,1842
BRW-04602,0.4905,Medium Risk,0.5095,Call-center follow-up,Medium,1843
BRW-01905,0.4905,Medium Risk,0.5095,Call-center follow-up,Medium,1844
BRW-00286,0.4905,Medium Risk,0.5095,Call-center follow-up,Medium,1845
BRW-04398,0.4906,Medium Risk,0.5094,Call-center follow-up,Medium,1846
BRW-02971,0.4909,Medium Risk,0.5091,Call-center follow-up,Medium,1847
BRW-00836,0.4909,Medium Risk,0.5091,Call-center follow-up,Medium,1848
BRW-02464,0.4909,Medium Risk,0.5091,Call-center follow-up,Medium,1849
BRW-02045,0.491,Medium Risk,0.509,Call-center follow-up,Medium,1850
BRW-04749,0.491,Medium Risk,0.509,Call-center follow-up,Medium,1851
BRW-02006,0.491,Medium Risk,0.509,Call-center follow-up,Medium,1852
BRW-04792,0.4911,Medium Risk,0.5089,Call-center follow-up,Medium,1853
BRW-03616,0.4911,Medium Risk,0.5089,Call-center follow-up,Medium,1854
